antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.018336673346693387,0.05886773547094189,0.011923847695390781,0.6502732240437158,11.046343448436227,1.0,0.010844409259400565,2.691050068887775,0.9264605096912707,0.182655410590944,0.6283978467879993,0.42641320776653874
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01377755511022044,0.10465931863727455,0.01032064128256513,0.749090909090909,7.157421993994515,1.0,0.008878691752241957,3.5683867735470933,0.8723030941207512,0.09545875810936051,0.7197613197613197,0.4238513425301362
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020891783567134267,0.10465931863727455,0.014579158316633267,0.697841726618705,6.667745745959479,1.0,0.012392638483379584,2.9631513026052105,0.868161722155374,0.13137697516930022,0.6625214516988055,0.41857141381198537
"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.012575150300601202,0.10465931863727455,0.010070140280561123,0.800796812749004,7.651462126601302,1.0,0.008754033618338883,4.494610220440883,0.8803768967835236,0.09396914446002805,0.7775112966521247,0.44850754950518656
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.01773547094188377,0.06613226452905811,0.011222444889779559,0.6327683615819208,9.568224619072076,1.0,0.010049558033903477,2.5429936796670263,0.9116560528118214,0.15448275862068964,0.606762687616692,0.40123266563944526
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03617234468937876,0.051703406813627256,0.02434869739478958,0.6731301939058172,13.019068479031114,1.0,0.02247846394191188,2.9011446622057675,0.9578367916379491,0.38328075709779175,0.6553084673689831,0.5720302132319783
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'LUNCH BAG RED RETROSPOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.015080160320641283,0.051703406813627256,0.011523046092184368,0.7641196013289036,14.778902366787708,1.0,0.010743350428311533,4.0202433035084235,0.9466110222776601,0.20852221214868535,0.7512588357208851,0.49349390919158354
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'LUNCH BAG RED RETROSPOT'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.015080160320641283,0.044188376753507015,0.010070140280561123,0.6677740863787376,15.111984993332882,1.0,0.009403772474809339,2.876992985971944,0.94812523677963,0.20468431771894097,0.6524148634091416,0.4478326214206613
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.01603206412825651,0.03617234468937876,0.010170340681362725,0.634375,17.537569252077564,1.0,0.009590423331633206,2.6361098264905882,0.9583437841742498,0.2419547079856972,0.6206531344214575,0.45776921745152355
"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.012725450901803607,0.051703406813627256,0.010170340681362725,0.7992125984251969,15.457639016053227,1.0,0.009512391516499933,4.722888915085073,0.9473626846665691,0.18744228993536471,0.788265187265793,0.497959012390893
"frozenset({'JUMBO BAG RED RETROSPOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013276553106212424,0.051703406813627256,0.010170340681362725,0.7660377358490565,14.816001170103846,1.0,0.009483897655029497,4.0532031805546564,0.9450524438574968,0.1855575868372943,0.7532815515398968,0.48137158110282285
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.02434869739478958,0.044188376753507015,0.016733466933867736,0.6872427983539094,15.55256945027668,1.0,0.01565753751992964,3.0560819006433917,0.9590536499149183,0.32301740812379104,0.6727836384916674,0.5329638028050726
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.025400801603206413,0.03617234468937876,0.016733466933867736,0.6587771203155819,18.2121763455665,1.0,0.01581466038289003,2.8246278684536703,0.9697234328956851,0.37318435754189944,0.6459710635980359,0.5606904992159627
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.020791583166332665,0.051703406813627256,0.016733466933867736,0.8048192771084337,15.56607826655459,1.0,0.015658471251119473,4.858556619411662,0.9556267357839962,0.30008984725965854,0.7941775555306603,0.5642313439805734
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.026152304609218437,0.03617234468937876,0.01633266533066132,0.6245210727969348,17.265153203638253,1.0,0.015386675153915043,2.5669287554701232,0.9673790570238423,0.35511982570806094,0.6104293904265942,0.538022309251653
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.02434869739478958,0.03717434869739479,0.01633266533066132,0.6707818930041152,18.044213725555444,1.0,0.015427518363380065,2.924582915831663,0.968153857495065,0.3614190687361418,0.6580709014654043,0.5550674963672867
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.018987975951903806,0.051703406813627256,0.01633266533066132,0.8601583113456464,16.636395246568895,1.0,0.015350922285452668,6.781215260710095,0.9580828792653955,0.3004608294930875,0.8525338067655908,0.5880248921069317
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.020541082164328657,0.03617234468937876,0.013577154308617235,0.6609756097560976,18.27295453009932,1.0,0.012834135204276289,2.8429448825708974,0.9650984796292976,0.3147502903600465,0.6482520621026981,0.5181609350719546
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.018987975951903806,0.044188376753507015,0.013577154308617235,0.7150395778364117,16.181621285277526,1.0,0.01273810647346798,3.3541907889853793,0.9563608521024692,0.2737373737373738,0.7018654981452341,0.511147906832038
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.020791583166332665,0.03717434869739479,0.013577154308617235,0.6530120481927711,17.566200110414705,1.0,0.0128042407460211,2.7748100367401474,0.9630967990416666,0.3058690744920993,0.6396149693999226,0.5091205793524503
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.019789579158316632,0.03617234468937876,0.013176352705410822,0.6658227848101267,18.406956765664997,1.0,0.012460517226838446,2.8841812412704204,0.9647650077396296,0.3079625292740047,0.6532811510973141,0.515044356393983
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.018987975951903806,0.04173346693386774,0.013176352705410822,0.6939313984168867,16.62769593325457,1.0,0.01238391863888097,3.1308880692419336,0.9580508225266094,0.2771338250790306,0.6806018043812965,0.5048288444665465
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.02034068136272545,0.03717434869739479,0.013176352705410822,0.6477832512315271,17.425544062778005,1.0,0.012420201123690267,2.7336168841178865,0.9621844703426332,0.2971751412429379,0.6341842904871101,0.5011153452923134
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.016482965931863727,0.03617234468937876,0.012274549098196393,0.7446808510638298,20.587021865975128,1.0,0.011678321573005732,3.774991649966599,0.967370849312676,0.303970223325062,0.7350987518054913,0.5420080155596156
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.01633266533066132,0.044188376753507015,0.012274549098196393,0.7515337423312884,17.007498295841856,1.0,0.011552835129176188,3.846846779979714,0.9568299887949476,0.2544132917964694,0.7400468338889044,0.5146557600545332
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.016733466933867736,0.03717434869739479,0.012274549098196393,0.7335329341317365,19.732233645915713,1.0,0.011652493363480468,3.6133007588210124,0.9654772823222838,0.29482551143200963,0.7232447374997117,0.5318608066885098
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013577154308617235,0.051703406813627256,0.012274549098196393,0.9040590405904059,17.485482994364826,1.0,0.011572563965606564,9.884168336673342,0.9557865626823638,0.23156899810964082,0.8988281091602125,0.5707310706827998
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.018987975951903806,0.025400801603206413,0.012274549098196393,0.6464379947229552,25.449511587120682,1.0,0.01179223928819563,2.756515643226752,0.9793014677910385,0.38221528861154447,0.6372231725014231,0.56483635436345
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.01628256513026052,0.03617234468937876,0.012124248496993988,0.7446153846153847,20.585212017899,1.0,0.011535269938674946,3.774023951517494,0.9671694372715277,0.30062111801242236,0.7350308284085184,0.5398977200085233
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.01633266533066132,0.04173346693386774,0.012124248496993988,0.7423312883435583,17.78743399200171,1.0,0.011442629748474906,3.7189867830899903,0.9594509271738939,0.26390403489640135,0.731109557972365,0.5164237474130757
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.016382765531062125,0.03717434869739479,0.012124248496993988,0.7400611620795107,19.907844737341016,1.0,0.011515229858514624,3.7040469173641397,0.9655875396164242,0.2926239419588875,0.7300250179574895,0.5331033573200787
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013176352705410822,0.051703406813627256,0.012124248496993988,0.9201520912547528,17.796740059539598,1.0,0.011442986172746295,11.876285905143618,0.9564119551704187,0.22981956315289653,0.9157985915809841,0.5773241076428803
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",0.019789579158316632,0.02434869739478958,0.012124248496993988,0.6126582278481013,25.16184820544877,1.0,0.011642398022497901,2.518838330255282,0.979644034612322,0.378716744913928,0.6029915902150612,0.5553003073396885
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})","frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",0.018987975951903806,0.02530060120240481,0.012124248496993988,0.6385224274406333,25.237440894485225,1.0,0.011643841289794017,2.696431183534953,0.9789648930211907,0.3769470404984424,0.6291394321107705,0.5588651741163562
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.014629258517034067,0.03617234468937876,0.011122244488977955,0.7602739726027398,21.01810040602588,1.0,0.010593069907349768,4.020538219295735,0.9665620470989599,0.2803030303030303,0.7512770814612062,0.5338765984897356
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.013176352705410822,0.044188376753507015,0.011122244488977955,0.8441064638783269,19.102454670080956,1.0,0.01054000285139417,6.131181875947012,0.9603040111747021,0.24052004333694474,0.8368993091000841,0.5479035720752179
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.013577154308617235,0.04173346693386774,0.011122244488977955,0.8191881918819187,19.62904719083205,1.0,0.010555622768583258,5.299800621651463,0.9621179155690812,0.2517006802721088,0.811313656609144,0.5428473972614876
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.015180360721442885,0.03717434869739479,0.011122244488977955,0.7326732673267327,19.70910837714499,1.0,0.010557924466166801,3.6016811400578934,0.9638943007717489,0.26974483596597815,0.7223518792715987,0.5159323209949027
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.011122244488977955,0.051703406813627256,0.010220440881763528,0.918918918918919,17.772889168238006,1.0,0.009645382950269277,11.695657982631937,0.9543490311313501,0.19428571428571428,0.914498183728953,0.5582966687617851
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.012124248496993988,0.044188376753507015,0.010220440881763528,0.8429752066115702,19.076853882048685,1.0,0.009684690021325215,6.087010863832927,0.9592101573360858,0.22173913043478263,0.8357157523832132,0.5371338618091864
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.012575150300601202,0.03617234468937876,0.010220440881763528,0.8127490039840638,22.468795179393233,1.0,0.009765568210569436,5.14724981878651,0.9676623300393271,0.26527958387516254,0.8057214949330447,0.5476487402191788
